recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps
terik t,"10 bh telur puyuh--3 bh tahu, potong potong--3 bh tempe, potong potong--bumbu:--3 bh kemiri--1/2 sdt ketumbar--4 bh bawang merah--2 bh bawang putih--2 cm kunyit--lengkuas, geprek--daun salam--gula garam--1 lt santan--","1) haluskan bumbu
2) tumis bumbu, lengkuas dan daun salam hingga harum, masukkan 3t aduk rata
3) tambahkan sedikit air, tunggu air menyusut agar bumbu meresap
4) masukkan santan, sambil trs di aduk agar tdk pecah
5) tambahkan gula garam, koreksi rasa. matang sajikan",4,https://cookpad.com/id/resep/4033023-terik-3t-telur-tempe-tahu,tempe,13,"telur puyuh , tahu , potong potong , tempe , potong potong , bumbu , kemiri , ketumbar , bawang merah , bawang putih , kunyit , lengkuas , geprek , daun salam , gula garam , lt santan",5
sup udang jamur,1/4 udang (bersihkan buang kepala)--jeruk nipis--1 siung bawang putih (geprek iris tipis2)--3 cabe keriting hijau (iris)--secukupnya jamur tiram (sesuai selera)--secukupnya sawi (optional)--secukupnya mie telur--1 telur dadar (iris)--secukupnya garam--secukupnya penyedap rasa--secukupnya air--,"1) bersihkan udang, terserah mau kulitnya mau dibuang atau tidak. setelah itu tambahkan perasan jeruk nipis + 1sdm garam, diamkan udang sekitar 15menit.
2) bawang putih geprek iris, cabe hijau iris, sawi diris, terus jamur disuir2.
3) tumis bawang putih dan cabe hingga harum, terus masukkan udang sambil diaduk2, tunggu hingga udang berubah warna dan mengeluarkan air. lalu masukkan jamur, penyedap rasa dan garam aduk sampai merata.
4) tambahkan air tunggu hingga mendidih, lalu masukkan sawi.
5) untuk tambahannya, rebus mie telur di wajan lain, lalu matikan terus saring.
6) kembali ke sup udang tadi, jika air sudah agak mengental dan jamur sudah matang, masukkan telur dadar. aduk2 dan koreksi rasa.
7) jika sudah pas, matikan kompor. mie telur bisa langsung dicampurkan ke sup atau mau dipisahkan juga bisa.
8) selamat menikmati",4,https://cookpad.com/id/resep/4006054-sup-udang-jamur-gurih,udang,11,"udang bersihkan buang kepala , jeruk nipis , bawang putih geprek tipis , cabe keriting hijau , jamur tiram , sawi , mie telur , telur dadar , garam , penyedap , air",8
udang kecap manis,"1/4 udang--secukupnya sosis--tempe--kacang panjang--bawang merah--bawang putih--lombok--kecap manis dan bahan pelengkap lainya--garam, gula--","1) potong semua bahan (tempe,sosis,udang,bawang2an,lombok dll) sesuai keinginan, kecil boleh gede juga boleh
2) goreng tempe sampai kuning keemasan, lalu angkat
3) goreng bawang merah dan putih tp jangan sampai gosong lalu tambahkan udang
4) masukan irisan lombok, kemudian kacang panjang dan juga tempe, aduk pelan pelan
5) masukan garam, gula dan kecap manis, aduk pelan pelan, kemudian tutup masakan sampai bumbunya meresap
6) here we goo, siap dinikmati",4,https://cookpad.com/id/resep/4005351-udang-kecap-manis,udang,9,"udang , sosis , tempe , kacang panjang , bawang merah , bawang putih , lombok , kecap manis pelengkap lainya , garam , gula",6
telur goreng gobal gabul,4 butir telur--secukupnya daun bawang--4 siung bawang merah--kol di iris tipis tipis--secukupnya cabai merah--secukupnya cabai rawit--sedikit garam/penyedap rasa saya pakai penyedap rasa--,"1) siapkan minyak panas untuk menumis cabai, bawang merah dan kol, lalu masukkan penyedap rasa secukupnya. tumis hingga harum
2) lalu kocok telur di wadah dan campurkan dengan daun bawang.
3) setelah tumisan tadi harum, campurkan dengan kocokkan telur&daun bawang.
4) lalu goreng hingga mantang sambil tekan tekan hingga matang. telur gobal gabul siap di nikmati",4,https://cookpad.com/id/resep/4377996-telur-goreng-gobal-gabul,telur,7,"telur , daun bawang , bawang merah , kol tipis tipis , cabai merah , cabai rawit , garam penyedap penyedap",4
sambal goreng tempe kering,"500 gram tempe--1 ruas serai geprek--1 ruas lengkuas geprek--2 siung bawang merah iris tipis--1 buah cabe merah besar iris serong--secukupnya gula, garam, dan merica--2 sdm kecap manis--2 sdm gula merah--2 lembar daun salam--bumbu halus :--6 siung bawang merah--3 siung bawang putih--5 buah cabe merah besar--5 buah cabe rawit (sesuai selera)--","1) potong tempe seperti pada foto diatas. goreng tempe hingga setengah kering. lalu tiriskan.
2) tumis lengkuas, serai, daun salam, cabe dan bawang merah iris hingga wangi. lalu masukan bumbu halus, garam gula merica, kecap manis serta gula merah. tumis hingga matang.
3) masukan tempe tadi, aduk aduk hingga merata (sebentar saja dengan api kecil) matikan kompor lalu sajikan.",4,https://cookpad.com/id/resep/3992356-sambal-goreng-tempe-kering,tempe,14,"tempe , serai , lengkuas , bawang merah tipis , cabe merah serong , gula , garam , merica , kecap manis , gula merah , daun salam , bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit",3
hakong udang ayam,"4 sdm tepung kanji--1/4 kg udang, dicincang--1/4 kg ayam, dicincang--2 batang daun bawang, potong tipis tipis--1 kulit kembang tahu--secukupnya garam dan gula--secukupnya royco (optional)--","1) cincang semua bahan daging seperti udang dan ayam.
2) setelah itu taru dalam satu wadah hasil cincangan tadi kemudian kasih tepung kanji dan garam gula, royco (optional)
3) aduk menggunakan tangan sampai seperti adonan
4) jika menggunakan kembang tahu yang kaku harap direbus terlebih dahulu. tetapi jika anda dapat kembang tahu yang sudah lemas tinggal langsung masukan adonan ke atas kembang tahu lalu digulung.
5) setelah itu kukus selama 15-20 menit. setelah dikukus bisa digoreng terlebih dahulu atau bisa langsung dimakan. jangan lupa untuk dipotong terlebih dahulu.",4,https://cookpad.com/id/resep/4071540-hakong-udang-ayam,udang,7,"tepung kanji , udang , dicincang , ayam , dicincang , batang daun bawang , potong tipis tipis , kulit kembang tahu , garam gula , royco",5
kaldu udang bubuk msg no,"350 gr udang, diambil kulit sama kepala udang--8 siung bawang putih,--2 siung bawang merah--1/2 iris bawang bombay--2 batang daun bawang--7 batang seledri >>skip tidak apa apa--1/2 ruas jahe >> skip tidak apa apa--1 sendok teh lada--secukupnya garam--1 sendok teh ketumbar >> skip tidak apa apa--secukupnya air--","1) kulit udang yg sudah di cuci bersih saya sangrai dulu loo ibu ibu bukan di goreng hehe, ingat yah di sangrai bukan di goreng, gk usah lama lama. kulit udangnya memerah langsung saja diangkat.
sebenarnya pake food processor tapi karena di rumah punya nya blender, gpp it's ok, bisa saja, tapi blender yg buat ngejus yah yg pisaunya ada 4. masukin semua bahan diatas termasuk kulit udangnya juga terus kasi air secukupnya lalu blend semua bumbu sampai halus
2) karena saya ada seledrinya jadi semua bumbu ter blender dan campur jadi hijau makanya warna kaldu nya agak gelap. 
panaskan wajan diatas api yg kecil banget kalau wajannya pake yg anti lengket malah lebih baik, tapi saya pake wajan yg umum saja, yg bukan anti lengket,
3) ingat teknik membuat kaldu bubuk ini di sangrai, kalau punya oven monggo dipakai gk usah capek ngaduk ngaduk sampek kering. hehe 
tuangkan kaldu yg sudah di blender ke wajan aduk terus sampai kering, jika sudah kering giling lagi agar lebih lembut. dan kaldu siap digunakan.
4) bila kaldu digunakan untuk mpasi usia dibawah 1 tahun skip saja lada dan garam nya. terimakasih",4,https://cookpad.com/id/resep/2955606-kaldu-udang-bubuk-tanpa-msg-no-oven,udang,11,"udang , diambil kulit kepala udang , bawang putih , bawang merah , bawang bombai , batang daun bawang , batang seledri > > , jahe > > , lada , garam , ketumbar > > , air",4
brokoli siram ayam jamur,2 buah brokolli (potong perkuntum)--100 gr jamur champingon/kancing (iris tipis)--200 gr dada ayam (potong dadu)--2 siung bawang putih (geprek)--1 buah bawang bombay (iris tipis)--2 cm jahe (geprek)--2 sdm saus tiram--1 sdm minyak wijen--1 sdm margarin--secukupnya garam gula merica--,"1) blanch brokolli (rebus air panas sebentar) tiriskan
2) panaskan margarin tumis bawang putih, jahe dan bawang putih sampai harum.
3) masukan dada ayam, aduk rata. bila terlihat kering beri sedikit air. tunggu sampai ayam matang berubah warna.
4) masukan jamur, bumbui garam gula,merica, saus tiram, aduk koreksi rasa.
5) terakir masukan minyak wijen. aduk lagi sampai harum lalu matikan kompor.
6) tata brokolli diatas piring, siram dengan saus ayam jamur tadi. pake nasi putih anget",4,https://cookpad.com/id/resep/4384076-brokoli-siram-ayam-jamur,ayam,10,"brokolli potong perkuntum , jamur champingon kancing tipis , dada ayam potong dadu , bawang putih geprek , bawang bombai tipis , jahe , saus tiram , minyak wijen , margarin , garam gula merica",6
kakap asam pedas,1 ekor ikan kakap uk. 7 ons--200 ml minyak goreng--7 buah cabe rawit buang biji--150 ml air rebusan asam jawa--1 sdt tepung maizena--3 lembar daun jeruk--1/2 sdt garam--3 sdm gula pasir--bumbu halus:--3 siung bawang putih--6 siung bawang merah--1 buah kemiri--1 ruas jahe--3 buah cabe rawit--,"1) fillet ikan kakap, taburi sedikit dengan garam dan goreng hingga kering. sisihkan
2) haluskan bumbu bawang merah, bawang putih, kemiri, jahe, dan cabe rawit. bole diulek/ diblender
3) tumis bumbu halus dengan daun jeruk hingga harum lalu tambahkan air asam. bumbui dengan garam dan gula. aduk hingga rata, masukkan cabe rawit yang sudah dibuang bijinya. tambahkan tepung maizena yang dilarutkan dalam sedikit air. aduh hingga mengental
4) setelah mengental tambahkan ikan kakap yang sudah digoreng. aduk hingga rata. angkat dan sajikan.",4,https://cookpad.com/id/resep/4029356-kakap-asam-pedas,ikan,14,"ikan kakap , minyak goreng , cabe rawit buang biji , air rebusan asam jawa , tepung maizena , daun jeruk , garam , gula pasir , bumbu halus , bawang putih , bawang merah , kemiri , jahe , cabe rawit",4
pesmol ikan mujair,4 ekor ikan mujair berishkan goreng kering--2 batang daun bawang potong pendek--1 buah tomat potong kasar--1 lembar daun salam--300 ml air--10 ml santan--garam--gula--inyak untuk menggoreng--bumbu halus :--7 buah bawang merah--4 buah bawang putih--3 butir kemiri--1/2 sdt ketumbar--1/2 sdt ladah/merica--1 ruas jahe--1 ruas lengkuas--2 buah cabe merah--1 ruas jari kunyit--,"1) tumis bumbu halus hingga harum lalu masukan daun salam, masak hingga bumbu matang dan harum
2) tambahkan air dan santan lalu masak hingga sedikit menyusut
3) tambahkan garam dan gula, masukan daun bawang dan tomat aduk rata
4) matikan api kemudian masukan ikan ke dalam bumbu aduk hingga ikan terbalut bumbu... angkat dna sajikan",4,https://cookpad.com/id/resep/4028987-pesmol-ikan-mujair-by-dapoer-linggar,ikan,19,"ikan mujair berishkan goreng kering , batang daun bawang potong pendek , tomat potong kasar , daun salam , air , santan , garam , gula , inyak , bumbu halus , bawang merah , bawang putih , kemiri , ketumbar , lada merica , jahe , lengkuas , cabe merah , kunyit",4
tumis udang rame rame,150 gr udang--1 buah labu siam besar--1 plastik buncis--2 potong wortel--bumbu iris :--4 siung bawang putih--2 siung bawang merah--5 cabe rawit--2 cabe merah besar--1 lembar daun salam--seruas lengkuas--1 sdm saus tiram--secukupnya air--secukupnya gula garam.--1 sachet kaldu bubuk--secukupnya minyak--,"1) bersihkan udang lalu cuci bersih..sisihkan
2) kupas..potong dan cuci bersih smua sayuran
3) cuci dan iris2 smua bumbu
4) panaskan minyak diwajan..tumis bumbu sampai harum..lalu masukan semua sayuran dan tambahkan air
5) masukan saos tiram gula garam,kaldu bubuk,daun salam,lengkuas
6) setelah setengah matang masukan udang..aduk rata..cek rasa
7) tunggu hingga matang..angkat lalu sajikan",4,https://cookpad.com/id/resep/3991463-tumis-udang-rame-rame,udang,16,"udang , labu siam , plastik buncis , potong wortel , bumbu , bawang putih , bawang merah , cabe rawit , cabe merah , daun salam , lengkuas , saus tiram , air , gula garam , kaldu bubuk , minyak",7
rolade udang with sozzis,0.5 kg udang--6 siung bawang putih--1 buah daun prey--1 butir telur--2 ons terigu--1 ons maizena--garam--magic--lada bubuk--wortel potong dadu kecil--potong kecil seledri--potong kecil daun bawang--1 sdm minyak--,"1) udang yg sudah dihaluskan di blender dan dicampur dengan telur, bawang putih, garam, lada, magic, minyak, tepung,dan daun prey
2) setelah tercampur semua masukkan potongan seledri, daun bawang dan wortel
3) gulung dengan didlmnya di tambah topin sozzis
4) kukus hingga matang kemudian angkat tiriskan. setelah dingin masukkan dalam freezer kira2 satu jam. kemudian angkat.
5) siap langsung disantap atau digoreng dulu",4,https://cookpad.com/id/resep/4001990-rolade-udang-spesial-with-sozzis-%f0%9f%98%98,udang,13,"udang , bawang putih , daun prey , telur , terigu , maizena , garam , magic , lada , wortel potong dadu , potong seledri , potong daun bawang , minyak",5
sambel tempe penyet cabe ijo,5 butir cabe ijo--1/2 tempe--1 siung bawang putih--1 siung bawang merah--1 buah tomat--,"1) iris tempe persegi empat kecil, lalu goreng
2) rebus cabe ijo dan bawang putih. lalu tumis bersamaan dengan bawang merah dan tomat. beri garam dan gula secukupnya. masukkan tempe yg sudah digoreng
3) sambel tempe penyet cabe ijo siap dihidangkan",4,https://cookpad.com/id/resep/4036704-sambel-tempe-penyet-cabe-ijo,tempe,5,"cabe ijo , tempe , bawang putih , bawang merah , tomat",3
sayur asem sambal tempe,"2 kacang panjang dipotong uk 1 ruas--3 bh jagung muda diiris blt--3 bh asam segar/asam jawa--daun melinjo, labu siam di potong"", kedelai matang--1 petak tempe di potong 4 bag kotak besar, bisa ditambah bongkrek--10 bh cabe rawit utuh--2 siung bawang merah utuh--2 bh cabe merah besar utuh--bahan yg diiris :--4 siung bawang putih--6 siung bawang merah--1 bh cabe merah besar--2 lbr daun salam--1 bh lengkuas di keprek--garam,penyedap--","1) siapkan air mendidih dlm panci
2) masukkan asam daun salam, lengkuas
3) masukkan bahan yg diiris setelah itu masukkan tempe/bongkrek dan cabe rawit,besar,bawang merah utuh
4) terakhir masukkan sayurnya kacang panjang,jagung mda,daun melinjo,labu siam,kedelai beri garam penyedap icip rasa
5) setelah matang ambil tempe dan cabe utuhnya tiriskan
6) buat sambal trasi dan penyet tempenya hidangkan dg sayur asamnya....rasanya.....segar...praktis nga ribet masaknya, sehat tanpa minyak",4,https://cookpad.com/id/resep/4036198-sayur-asem-sambal-tempe-praktis,tempe,15,"kacang panjang dipotong , jagung muda diiris blt , asam segar asam jawa , daun melinjo , labu siam potong '' , kedelai matang , petak tempe potong bag kotak , ditambah bongkrek , cabe rawit utuh , bawang merah utuh , cabe merah utuh , diiris , bawang putih , bawang merah , cabe merah , daun salam , lengkuas keprek , garam , penyedap",6
sarden abc cabe ijo,1 kaleng sarden abc--bumbu iris :--1 buah bawang bombay--2 buah cabe ijo besar--5 cabe rawit orange--1 siung bawang putih--secukupnya gula--secukupnya minyak untuk menumis--,"1) siapkan wajan berisi minyak untuk menumis, masukkan bawang bombay tumis hingga wangi, lalu masukkan bawang putih hingga berubah warna, lalu masukkan cabe ijo dan rawitnya aduk rata
2) masukkan sarden abc dan beri sedikit air
3) tunggu hingga matang, lalu tambahkan gula untuk penyedap rasanya. aduk rata, lalu hidangkan",4,https://cookpad.com/id/resep/4360391-sarden-abc-cabe-ijo-ala-ummu-rasya,ikan,8,"kaleng sarden abc , bumbu , bawang bombai , cabe ijo , cabe rawit orange , bawang putih , gula , minyak menumis",3
telur petis ikan,6 bh telur--4 siung bawang merah--5 siung bawang putih--1 bh kunci--2 bh kunyit ukuran sedang--6 buah cabe rawit--4 sdm full petis ikan--2 lembar daun jeruk--2 lembar daun salam--1 bh santan kara--secukupnya garam dan gula--,"1) rebus telur
2) haluskan bawang putih, bawang, 2 bh cabe, kunyit
3) geprek kunci
4) tumis seluruh bumbu termasuk kunci, daun jeruk dan daun salam
5) masukkan cabe rawit, air dan santan
6) beri garam dan gula secukupnya
7) masukkan telur rebus yg sudah dikupas dan biarkan hingga kuah mendidih dan asat",4,https://cookpad.com/id/resep/4383300-telur-petis-ikan,telur,11,"telur , bawang merah , bawang putih , kunci , kunyit , cabe rawit , full petis ikan , daun jeruk , daun salam , santan kara , garam gula",7
tumis kangkung dg bawang bombay n sosis ikan tuna,"2 ikat kangkung,siangi n cuci hingga bersih--sosis ikan tuna secukupx, potong sesuai selera--2 sdm kecap ikan--air secukupx--garam halus secukupx--gula pasir secukupx--bahan yg diparut dg parutan keju:--1 siung bawang bombay, kupas n cuci bersih--5 siung bawang putih, kupas n cuci bersih--","1) tumis bawang bombay n bawang putih juga sosis ikan tuna dengan 2 sdm minyak goreng n minyak wijen, tumis hingga aromax harum/ matang, setelah itu tambahkan air(200 ml) setelah mulai mendidih tambahkan kangkung n kecap ikan,,, biarkan hingga kangkung mulai layu, setelah kangkung mulai layu tambahkan garam n gula pasir secukupx koreksi rasa jika sudah pas biarkan dulu hingga 5 menit, setelah itu matikan kompor...",4,https://cookpad.com/id/resep/4031512-tumis-kangkung-dg-bawang-bombay-n-sosis-ikan-tuna,ikan,9,"kangkung , siangi n , sosis ikan tuna secukupx , potong , kecap ikan , air secukupx , garam halus secukupx , gula pasir secukupx , diparut dg parutan keju , bawang bombai , kupas n , bawang putih , kupas n",3
tumis three colours plus meat n egg,"1/4 buncis--2 batang wortel--1 buah jagung manis--1/4 daging sapi (cincang halus)--2 butir telur (kocok lepas--bumbu halus :--3 siung bawang putih--5 siung bawang merah--2 buah kemiri--bumbu penyedap :--1/2 sdt lada putih bubuk--1/2 sdt gula pasir--1 sdm saori saos tiram--sejumput penyedap rasa (boleh di skip)--bahan pelengkap :--1/2 bawang bombay (iris memanjang)--2 cabai merah besar (iris2 sesuai selera,klo mau d ganti cabe rawit jg boleh)--4 sdm minyak goreng--1 sdt minyak wijen--secukupnya air matang--","1) pertama2 cuci sayur dan daging lalu potong2, sisihkan.
2) haluskan bumbu halus, bawang putih, bawang merah dan kemiri, sisihkan.
3) siapkan wajan, masukkan minyak goreng, tunggu hingga panas, lalu masukan bawang bombay dan cabe merah.stelah layu masukkan daging cincang, aduk2 hingga rata, beberapa saat kemudian masukkan telur yg sudah d kocok lepas, aduk2 hingga hancur kecil2. aduk beberapa saat.
4) kemudian masukkan sayuran, aduk2.
5) tambahkan lada, gula, garam,saus tiram dan sdikit penyedap serta minyak wijen, aduk2 lg hingga bumbu meresap sempurna, kemudian tambahkan sedikit air, aduk2 lalu diamkan hingga air menyusut, (untuk rasa bsa d koreksi jika ada yg kurang)
6) dan tumisan siap dihidangkan...ini enak bgt makan pake nasi hangat bun",4,https://cookpad.com/id/resep/4062876-tumis-three-colours-plus-meat-n-egg,telur,20,"buncis , batang wortel , jagung manis , daging sapi cincang halus , telur kocok lepas , bumbu halus , bawang putih , bawang merah , kemiri , bumbu penyedap , lada , gula pasir , saori saos tiram , sejumput penyedap , pelengkap , bawang bombai memanjang , cabai merah , klo ganti cabe rawit jg , minyak goreng , minyak wijen , air matang",6
kentang telur dadar,2 buah kentang di parut--2 butir telur ayam--2 sdm tepung panir--1 siung bawang putih di parut--5 buah cabe rawit (sesuai selera)--1 batang daun bawang--secukupnya garam--minyak goreng--,1) campurkan semua bahan dan di aduk-aduk kemudian dadar seperti mendadar telur. bisa di nikmati pake saos sambal,4,https://cookpad.com/id/resep/4062449-kentang-telur-dadar,telur,8,"kentang parut , telur ayam , tepung panir , bawang putih parut , cabe rawit , batang daun bawang , garam , minyak goreng",1
oseng pipi sapi,1 kg pipi sapi rebus sampai empuk potong kotak2--8 bawang merah--6 bawang putih--1 bawang bombay yg kecil--4 tomat hijau--6 cabe rawit merah--6 cabe hijau besar--1 sdm petis ikan--2 sdm kecap tropicana slim--sereh--daun salam--daun jeruk--lengkuas--seibu jari jahe--penyedap (optional)--sucralose 2 tetes (optional)--minyak kelapa buat menumis--,"1) pipi sapi di rebus sampai empuk potong kotak2 sisihkan
2) tumis bawang merah, dan bawang putih yg dirajang, masukkan bawang bombay yg diiris juga, tambahkan tomat yg dibelah 6, cabe rawit n cabe hijau yg di rajang, sampai wangi.
3) tambahkan serai, jahe, laos yg dikeprek, daun jeruk dan daun salam aduk2 smp wangi.
4) tambahkan petis ikan, kecap manis tropicana dan penyedap serta gula sucralose (karena petis ikan sdh asin saya tdk menambahkan garam), aduk2 semua bahan yg ditumis kemudian masukkan pipi sapi yg sudah dirwbus tadi, aduk2 sampai tercampur semua.
5) koreksi rasa dan masak sampai kurang lebih 5 menitan..matikan kompor dan siap dihidangkan..",4,https://cookpad.com/id/resep/4039236-oseng-pipi-sapi,sapi,17,"pipi sapi rebus empuk potong kotak , bawang merah , bawang putih , bawang bombai , tomat hijau , cabe rawit merah , cabe hijau , petis ikan , kecap tropicana slim , serai , daun salam , daun jeruk , lengkuas , seibu jahe , penyedap , sucralose tetes , minyak kelapa menumis",5
soto betawi daging sapi,300 gr daging sapi cuci bersih lalu potong dadu--2 batang serai (geprek)--6 lembar daun jeruk--4 lembar daun salam--2 butir kapulaga--4 butir cengkeh--2 batang kayu manis--2 blok kaldu sapi (saya pake maggie kaldu blok)--100 ml santan (20ml santan kara + air)--6 sdt gula pasir--1 sendok teh garam--bumbu halus :--11 siung bawang merah--8 siung bawang putih--1/2 sdt jinten--4 butir kemiri--6 buah cabe kriting--4 buah cabe rawit--1 ruas kunyit--1 ruas lengkuas--1 ruas jahe--1 sdt lada bubuk--1 sdt ketumbar bubuk--,"1) rebus potongan daging sampe empuk lalu ambil 500ml air rebusan ditambah 2blok kaldu sapi
2) tumis sereh, daun salam dana daun jeruk sampe keluar aroma lalu masukan bumbu halus aduk"" sampe wangi
3) masukan daging sapi yg sudah di rebus lalu masukan air kaldu, santan, kapulaga, kayu manis dan cengkih beri gula dan garam
4) masak jgn sampe santan pecah ya,, llu koreksi rasa
5) setalah matang bisa ditambahkan daun bawang, telur dan teman"" nya.. ini saya ga pake tambahan itu semua krn suami minta cuma pire daging aja",4,https://cookpad.com/id/resep/4046777-soto-betawi-daging-sapi,sapi,23,"daging sapi potong dadu , serai geprek , daun jeruk , daun salam , kapulaga , cengkeh , kayu manis , blok kaldu sapi pake maggie kaldu blok , santan santan kara + air , gula pasir , garam , bumbu halus , bawang merah , bawang putih , jinten , kemiri , cabe kriting , cabe rawit , kunyit , lengkuas , jahe , lada , biji ketumbar",5
tekwan ikan tunul mama cemunk,"250 gram ikan tunul giling--250 gram tepung tapioka--1 butir telur--1/2 sdt lada--1 sdt garam--3 sachet royco sapi--1 sendok nasi minyak goreng--1 bonggol bawang putih--3 sdt bubuk rebon,1 ruas jahe(untuk kuah)--bahan sayur:--1/4 kg jamur kuping yg sudah mateng--2 biji timun lalap--2 buah bengkoang,potong2 memanjang--1 bks bihun jagung,rebus--secukup nya rawit rebus(buat sambal)--","1) campur semua bahan biji tekwan,uleni sampai kalis
2) didihkan air,pritilin,(membuat sesuatu yg kecil2),saat air mendidih biarkan mengapung,lalu angkat
3) bahan kuah:haluskan bawang putih dan jahe,masukan k air lalu masak,+royco,lada,rebon,dan garam,masak hingga mendidih,koreksi rasa
4) siapkan mangkok,susun sayuran,dan biji tekwan lalu siram kuah
5) tekwan siap dihidangkan,cocok dicuaca dingin",4,https://cookpad.com/id/resep/4026930-tekwan-ikan-tunul-mama-cemunk,ikan,15,"ikan tunul giling , tepung tapioka , telur , lada , garam , royco sapi , nasi minyak goreng , bonggol bawang putih , bubuk rebon , jahe kuah , sayur , jamur kuping mateng , biji timun lalap , bengkoang , potong memanjang , bihun jagung , rebus , secukup nya rawit rebus sambal",5
udang asam manis nanas,bahan :--200 gr udang--1/5 nanas kupas--1 bh wortel--secukupnya daun bawang--bumbu :--3 siung bawang putih--2 siung bawang merah--1 siung bawang bombay--5 bh cabai merah--secukupnya cabai rawit--saos tomat--saos cabai--1 buah tomat--secukupnya garam--secukupnya gula pasir--secukupnya penyedap rasa--secukupnya minyak goreng--,"1) cuci bersih udang, udang bs diganti dengan ayam atau cumi
2) iris semua bahan bawang, cabe, daun bawang, wortel iris korek api, nanas iris sesuai selera, tomat iris sesuai selera
3) tumis semua bahan smpai harum, masukkan wortel dan nanas, tambahkan air sedikit karna nanas akan mengeluarkan air, masukkan udang, saos dan bumbu, test rasa.",4,https://cookpad.com/id/resep/3704382-udang-asam-manis-nanas,udang,18,"udang , nanas kupas , wortel , daun bawang , bumbu , bawang putih , bawang merah , bawang bombai , cabai merah , cabai rawit , saos tomat , saos cabai , tomat , garam , gula pasir , penyedap , minyak goreng",3
oseng oyong tempe tahu,1 batang oyong--1/2 papan tempe plastik--3 buah tahu putih--4 buah cabe hijau besar (iris miring)--3 buah cabe merah kriting (iris miring)--3 buah cabe rawit merah (iris miring)--4 buah bawang merah--2 buah bawang putih--secukupnya bawang bombay--secukupnya gula merah--garam--penyedap rasa--air--kecap manis--daun salam--,"1) potong tempe dan tahu sesuai selera lalu goreng setengah matang
2) iris bawang merah, bawang putih, bawang bombay, cabe merah kriting, cabe hijau besar, dan cabe rawit
3) tumis bumbu iris, tambahkan garam, gula merah, dan daun salam. tumis sampai harum. tambahkan air sedikit
4) masukkan tempe, oyong, dan tahu lalu oseng-oseng bersama bumbu. tambahkan kecap dan penyedap rasa
5) tunggu sampai bumbu meresap",4,https://cookpad.com/id/resep/4038035-oseng-oyong-tempe-tahu,tempe,15,"batang oyong , papan tempe plastik , tahu putih , cabe hijau miring , cabe merah kriting miring , cabe rawit merah miring , bawang merah , bawang putih , bawang bombai , gula merah , garam , penyedap , air , kecap manis , daun salam",5
tumis tauco ikan lais kacang panjang,1/2 kg ikan lais--1 ikat kecil kacang panjang--2 sdm tauco--3 batang cabe merah--3 batang cabe hijau--7 batang cabe rawit--2 buah bawang merah--2 buah bawang putih--1 gelas air matang--secukupnya--merica bubuk--penyedap rasa--,"1) bersihkan ikan lalu goreng setengah kering, sisihkan
2) cuci kacang panjang lalu potong potong, sisihkan
3) tumis bawang merah, bawang putih, cabe merah, cabe hijau dan cabe rawit, beri air lalu masukkan tauco tunggu sampai mendidih
4) masukkan kacang panjang, tunggu sampai kacang setengah matang masukkan ikan lais, beri merica bubuk dan penyedap rasa
5) matikan api, tumis tauco ikan lais kacang panjang siap disajikan",4,https://cookpad.com/id/resep/4363626-tumis-tauco-ikan-lais-kacang-panjang,ikan,12,"ikan lais , kacang panjang , tauco , batang cabe merah , batang cabe hijau , batang cabe rawit , bawang merah , bawang putih , air matang , merica bubuk , penyedap",5
